	P_fluo_1098	P_fluo_1550	P_fluo_4488	P_fluo_513	P_protegens_3295	P_protegens_PBL3	P_putida_4512
GC_00007047	0	1	0	0	0	0	1
GC_00007048	1	1	0	0	0	0	0
GC_00007049	0	0	0	0	1	1	0
GC_00007050	0	0	0	0	1	1	0
GC_00007051	0	0	0	0	1	1	0
GC_00007052	0	0	0	0	0	0	2
GC_00007053	0	0	0	0	1	1	0
GC_00007054	1	0	0	0	0	0	1
GC_00007055	0	0	0	0	1	1	0
GC_00007056	0	1	0	1	0	0	0
GC_00007057	0	0	0	0	1	1	0
GC_00007058	0	0	1	0	0	0	1
GC_00007059	0	0	0	0	1	1	0
GC_00007060	0	0	0	0	1	1	0
GC_00007061	0	0	0	0	1	1	0
GC_00007062	0	0	0	0	0	0	2
GC_00007063	0	1	0	0	0	0	1
GC_00007064	1	0	0	1	0	0	0
GC_00007065	1	1	0	0	0	0	0
GC_00007066	0	1	0	0	0	0	1
GC_00007067	1	0	0	0	0	0	1
GC_00007068	0	0	0	0	1	1	0
GC_00007069	0	0	0	0	1	1	0
GC_00007070	0	1	0	1	0	0	0
GC_00007071	0	0	0	0	1	1	0
GC_00007072	1	1	0	0	0	0	0
GC_00007073	1	0	1	0	0	0	0
GC_00007074	1	1	0	0	0	0	0
GC_00007075	1	0	0	0	0	0	1
GC_00007076	0	0	0	0	1	1	0
GC_00007077	0	0	0	0	1	1	0
GC_00007078	0	1	0	1	0	0	0
GC_00007079	1	0	0	0	0	0	1
GC_00007080	0	0	0	0	1	1	0
GC_00007081	0	0	2	0	0	0	0
GC_00007082	0	0	0	0	1	1	0
GC_00007083	0	1	0	1	0	0	0
GC_00007084	0	2	0	0	0	0	0
GC_00007085	0	0	0	0	1	1	0
GC_00007086	0	0	0	0	1	1	0
GC_00007087	0	0	0	2	0	0	0
GC_00007088	0	1	0	1	0	0	0
GC_00007089	0	0	0	0	1	1	0
GC_00007090	0	0	0	0	1	1	0
GC_00007091	0	1	0	1	0	0	0
GC_00007092	0	1	0	1	0	0	0
GC_00007093	0	0	0	0	1	1	0
GC_00007094	0	1	0	1	0	0	0
GC_00007095	1	0	1	0	0	0	0
GC_00007096	1	0	1	0	0	0	0
GC_00007097	0	0	0	0	1	1	0
GC_00007098	0	0	0	0	1	1	0
GC_00007099	0	0	0	0	1	1	0
GC_00007100	1	0	1	0	0	0	0
GC_00007101	0	0	1	0	0	0	1
GC_00007102	0	1	0	1	0	0	0
GC_00007103	0	2	0	0	0	0	0
GC_00007104	1	0	1	0	0	0	0
GC_00007105	0	1	0	0	0	0	1
GC_00007106	0	0	0	0	1	1	0
GC_00007107	1	0	1	0	0	0	0
GC_00007108	0	0	0	0	1	1	0
GC_00007109	1	1	0	0	0	0	0
GC_00007110	0	1	0	1	0	0	0
GC_00007111	0	0	0	0	1	1	0
GC_00007112	0	0	0	0	2	0	0
GC_00007113	0	0	0	0	1	1	0
GC_00007114	0	0	0	0	0	0	2
GC_00007115	0	0	0	0	1	1	0
GC_00007116	0	1	0	1	0	0	0
GC_00007117	0	1	0	0	0	0	1
GC_00007118	0	0	0	0	0	0	2
GC_00007119	0	0	0	0	1	1	0
GC_00007120	1	0	1	0	0	0	0
GC_00007121	0	0	0	0	1	1	0
GC_00007122	0	0	0	0	1	1	0
GC_00007123	1	0	0	0	0	0	1
GC_00007124	0	0	0	0	1	1	0
GC_00007125	0	1	0	0	0	0	1
GC_00007126	0	0	0	0	1	1	0
GC_00007127	1	0	1	0	0	0	0
GC_00007128	0	0	0	0	1	1	0
GC_00007129	0	0	0	0	1	1	0
GC_00007130	1	0	0	0	0	0	1
GC_00007131	0	0	1	0	0	0	1
GC_00007132	0	0	0	0	1	1	0
GC_00007133	0	0	0	0	1	1	0
GC_00007134	1	0	1	0	0	0	0
GC_00007135	0	0	0	0	2	0	0
GC_00007136	0	0	0	1	0	1	0
GC_00007137	1	0	0	0	0	0	1
GC_00007138	1	0	1	0	0	0	0
GC_00007139	1	0	0	1	0	0	0
GC_00007140	1	1	0	0	0	0	0
GC_00007141	1	0	0	0	0	0	1
GC_00007142	0	0	0	0	0	0	2
GC_00007143	0	1	0	1	0	0	0
GC_00007144	0	0	0	0	1	1	0
GC_00007145	0	0	0	0	1	1	0
GC_00007146	0	0	0	0	1	1	0
GC_00007147	0	0	0	0	1	1	0
GC_00007148	0	1	0	1	0	0	0
GC_00007149	1	0	0	0	0	0	1
GC_00007150	0	0	0	0	1	1	0
GC_00007151	0	0	0	1	0	0	1
GC_00007152	0	0	0	1	0	0	1
GC_00007153	0	0	0	0	1	1	0
GC_00007154	0	0	0	0	1	1	0
GC_00007155	0	0	0	2	0	0	0
GC_00007156	0	0	0	0	1	1	0
GC_00007157	2	0	0	0	0	0	0
GC_00007158	1	0	1	0	0	0	0
GC_00007159	0	0	0	0	1	1	0
GC_00007160	0	0	2	0	0	0	0
GC_00007161	0	0	1	1	0	0	0
GC_00007162	0	0	0	0	1	1	0
GC_00007163	0	1	0	1	0	0	0
GC_00007164	0	0	0	1	0	0	1
GC_00007165	0	0	0	0	1	1	0
GC_00007166	0	0	0	0	1	1	0
GC_00007167	0	0	0	0	1	1	0
GC_00007168	0	1	0	0	0	0	1
GC_00007169	0	0	0	0	1	1	0
GC_00007170	0	0	0	0	1	1	0
GC_00007171	1	0	1	0	0	0	0
GC_00007172	0	0	0	0	1	1	0
GC_00007173	0	0	0	0	1	1	0
GC_00007174	0	0	0	0	1	1	0
GC_00007175	0	0	0	1	0	0	1
GC_00007176	0	1	0	0	0	0	1
GC_00007177	0	1	0	1	0	0	0
GC_00007178	0	0	0	0	1	1	0
GC_00007179	0	0	0	0	1	1	0
GC_00007180	0	0	0	2	0	0	0
GC_00007181	1	0	0	0	0	0	1
GC_00007182	0	0	0	0	1	1	0
GC_00007183	0	0	0	0	1	1	0
GC_00007184	0	0	0	0	1	1	0
GC_00007185	0	1	0	0	0	0	1
GC_00007186	0	0	0	0	0	0	1
GC_00007187	0	0	0	0	0	0	1
GC_00007188	0	1	0	0	0	0	0
GC_00007189	0	0	0	0	0	0	1
GC_00007190	0	1	0	0	0	0	0
GC_00007191	0	0	0	0	0	0	1
GC_00007192	0	0	0	0	0	0	1
GC_00007193	0	0	0	1	0	0	0
GC_00007194	0	1	0	0	0	0	0
GC_00007195	0	0	0	0	1	0	0
GC_00007196	0	0	0	0	1	0	0
GC_00007197	1	0	0	0	0	0	0
GC_00007198	0	0	0	0	0	0	1
GC_00007199	0	1	0	0	0	0	0
GC_00007200	0	1	0	0	0	0	0
GC_00007201	0	0	0	0	0	0	1
GC_00007202	0	0	1	0	0	0	0
GC_00007203	0	1	0	0	0	0	0
GC_00007204	0	0	0	1	0	0	0
GC_00007205	0	1	0	0	0	0	0
GC_00007206	0	0	0	0	0	0	1
GC_00007207	0	1	0	0	0	0	0
GC_00007208	0	0	1	0	0	0	0
GC_00007209	0	0	0	0	0	0	1
GC_00007210	0	0	0	0	1	0	0
GC_00007211	0	0	0	0	0	0	1
GC_00007212	0	0	0	0	0	0	1
GC_00007213	0	0	0	1	0	0	0
GC_00007214	0	0	0	1	0	0	0
GC_00007215	0	0	0	0	0	0	1
GC_00007216	1	0	0	0	0	0	0
GC_00007217	0	0	0	0	0	0	1
GC_00007218	0	0	1	0	0	0	0
GC_00007219	0	0	0	0	0	0	1
GC_00007220	0	0	0	1	0	0	0
GC_00007221	1	0	0	0	0	0	0
GC_00007222	0	0	0	0	0	0	1
GC_00007223	0	1	0	0	0	0	0
GC_00007224	0	0	0	1	0	0	0
GC_00007225	0	1	0	0	0	0	0
GC_00007226	0	1	0	0	0	0	0
GC_00007227	0	1	0	0	0	0	0
GC_00007228	0	0	0	0	0	0	1
GC_00007229	0	0	0	0	0	0	1
GC_00007230	1	0	0	0	0	0	0
GC_00007231	0	0	0	0	1	0	0
GC_00007232	0	0	0	1	0	0	0
GC_00007233	0	0	0	1	0	0	0
GC_00007234	0	1	0	0	0	0	0
GC_00007235	0	0	0	1	0	0	0
GC_00007236	1	0	0	0	0	0	0
GC_00007237	0	0	0	1	0	0	0
GC_00007238	0	1	0	0	0	0	0
GC_00007239	0	0	0	0	1	0	0
GC_00007240	0	0	0	0	0	0	1
GC_00007241	0	0	1	0	0	0	0
GC_00007242	0	0	1	0	0	0	0
GC_00007243	0	1	0	0	0	0	0
GC_00007244	0	0	1	0	0	0	0
GC_00007245	0	1	0	0	0	0	0
GC_00007246	1	0	0	0	0	0	0
GC_00007247	0	1	0	0	0	0	0
GC_00007248	0	0	0	0	0	0	1
GC_00007249	0	0	0	1	0	0	0
GC_00007250	0	0	0	0	0	0	1
GC_00007251	0	0	0	0	0	0	1
GC_00007252	0	0	0	1	0	0	0
GC_00007253	0	1	0	0	0	0	0
GC_00007254	0	1	0	0	0	0	0
GC_00007255	0	0	0	1	0	0	0
GC_00007256	1	0	0	0	0	0	0
GC_00007257	0	0	0	0	0	0	1
GC_00007258	0	0	0	1	0	0	0
GC_00007259	0	0	0	1	0	0	0
GC_00007260	0	0	0	0	1	0	0
GC_00007261	0	0	0	0	0	1	0
GC_00007262	0	1	0	0	0	0	0
GC_00007263	1	0	0	0	0	0	0
GC_00007264	0	0	0	1	0	0	0
GC_00007265	0	0	0	1	0	0	0
GC_00007266	0	0	0	1	0	0	0
GC_00007267	0	1	0	0	0	0	0
GC_00007268	0	0	1	0	0	0	0
GC_00007269	0	0	0	1	0	0	0
GC_00007270	1	0	0	0	0	0	0
GC_00007271	1	0	0	0	0	0	0
GC_00007272	0	1	0	0	0	0	0
GC_00007273	0	0	1	0	0	0	0
GC_00007274	1	0	0	0	0	0	0
GC_00007275	0	0	0	0	0	0	1
GC_00007276	0	0	0	1	0	0	0
GC_00007277	0	0	0	0	1	0	0
GC_00007278	0	0	0	1	0	0	0
GC_00007279	0	0	0	1	0	0	0
GC_00007280	0	1	0	0	0	0	0
GC_00007281	0	1	0	0	0	0	0
GC_00007282	0	0	0	1	0	0	0
GC_00007283	0	0	0	0	0	0	1
GC_00007284	0	0	0	0	1	0	0
GC_00007285	0	0	0	1	0	0	0
GC_00007286	0	0	0	1	0	0	0
GC_00007287	0	0	0	1	0	0	0
GC_00007288	0	0	0	1	0	0	0
GC_00007289	0	0	0	1	0	0	0
GC_00007290	0	0	0	0	0	0	1
GC_00007291	0	0	0	1	0	0	0
GC_00007292	0	1	0	0	0	0	0
GC_00007293	0	1	0	0	0	0	0
GC_00007294	0	1	0	0	0	0	0
GC_00007295	0	0	1	0	0	0	0
GC_00007296	1	0	0	0	0	0	0
GC_00007297	1	0	0	0	0	0	0
GC_00007298	0	0	0	1	0	0	0
GC_00007299	0	0	0	1	0	0	0
GC_00007300	0	0	0	0	0	0	1
GC_00007301	0	0	0	0	0	0	1
GC_00007302	0	0	0	0	0	0	1
GC_00007303	0	0	0	0	0	0	1
GC_00007304	0	1	0	0	0	0	0
GC_00007305	0	0	0	0	1	0	0
GC_00007306	0	0	0	0	0	0	1
GC_00007307	1	0	0	0	0	0	0
GC_00007308	0	0	0	0	0	0	1
GC_00007309	0	0	0	1	0	0	0
GC_00007310	0	0	0	0	0	0	1
GC_00007311	0	0	0	0	1	0	0
GC_00007312	1	0	0	0	0	0	0
GC_00007313	0	0	0	0	0	1	0
GC_00007314	0	0	0	0	0	0	1
GC_00007315	0	0	0	0	0	0	1
GC_00007316	0	0	0	0	0	0	1
GC_00007317	0	0	1	0	0	0	0
GC_00007318	1	0	0	0	0	0	0
GC_00007319	0	0	0	1	0	0	0
GC_00007320	0	1	0	0	0	0	0
GC_00007321	0	1	0	0	0	0	0
GC_00007322	0	0	0	0	0	0	1
GC_00007323	0	0	0	0	0	0	1
GC_00007324	0	0	0	1	0	0	0
GC_00007325	0	1	0	0	0	0	0
GC_00007326	0	0	0	1	0	0	0
GC_00007327	0	1	0	0	0	0	0
GC_00007328	0	0	0	0	1	0	0
GC_00007329	0	0	0	1	0	0	0
GC_00007330	0	1	0	0	0	0	0
GC_00007331	0	0	0	0	0	0	1
GC_00007332	0	0	0	0	0	0	1
GC_00007333	0	0	0	0	0	0	1
GC_00007334	0	1	0	0	0	0	0
GC_00007335	0	0	0	0	0	0	1
GC_00007336	0	0	0	0	0	0	1
GC_00007337	0	0	0	1	0	0	0
GC_00007338	0	0	0	0	0	0	1
GC_00007339	0	1	0	0	0	0	0
GC_00007340	0	0	0	1	0	0	0
GC_00007341	0	1	0	0	0	0	0
GC_00007342	0	0	0	1	0	0	0
GC_00007343	0	0	0	0	0	0	1
GC_00007344	0	1	0	0	0	0	0
GC_00007345	0	0	0	1	0	0	0
GC_00007346	1	0	0	0	0	0	0
GC_00007347	0	1	0	0	0	0	0
GC_00007348	0	1	0	0	0	0	0
GC_00007349	0	1	0	0	0	0	0
GC_00007350	0	1	0	0	0	0	0
GC_00007351	0	0	0	0	0	0	1
GC_00007352	0	1	0	0	0	0	0
GC_00007353	0	0	0	0	0	0	1
GC_00007354	0	0	0	1	0	0	0
GC_00007355	1	0	0	0	0	0	0
GC_00007356	0	0	0	1	0	0	0
GC_00007357	0	0	1	0	0	0	0
GC_00007358	0	0	0	1	0	0	0
GC_00007359	0	1	0	0	0	0	0
GC_00007360	0	0	0	0	1	0	0
GC_00007361	0	1	0	0	0	0	0
GC_00007362	0	0	0	1	0	0	0
GC_00007363	0	0	0	1	0	0	0
GC_00007364	0	1	0	0	0	0	0
GC_00007365	0	1	0	0	0	0	0
GC_00007366	0	0	0	0	0	0	1
GC_00007367	0	0	0	0	1	0	0
GC_00007368	0	1	0	0	0	0	0
GC_00007369	0	1	0	0	0	0	0
GC_00007370	0	0	1	0	0	0	0
GC_00007371	0	1	0	0	0	0	0
GC_00007372	0	0	0	1	0	0	0
GC_00007373	0	0	1	0	0	0	0
GC_00007374	0	0	0	1	0	0	0
GC_00007375	0	0	0	0	0	0	1
GC_00007376	0	0	1	0	0	0	0
GC_00007377	0	0	0	0	0	0	1
GC_00007378	0	1	0	0	0	0	0
GC_00007379	0	1	0	0	0	0	0
GC_00007380	0	0	0	0	0	0	1
GC_00007381	0	1	0	0	0	0	0
GC_00007382	0	0	0	0	0	0	1
GC_00007383	0	0	0	0	1	0	0
GC_00007384	0	0	0	1	0	0	0
GC_00007385	0	0	0	0	0	0	1
GC_00007386	0	1	0	0	0	0	0
GC_00007387	0	0	0	1	0	0	0
GC_00007388	0	1	0	0	0	0	0
GC_00007389	0	1	0	0	0	0	0
GC_00007390	0	0	1	0	0	0	0
GC_00007391	1	0	0	0	0	0	0
GC_00007392	0	0	0	0	0	0	1
GC_00007393	0	1	0	0	0	0	0
GC_00007394	0	1	0	0	0	0	0
GC_00007395	0	0	0	1	0	0	0
GC_00007396	0	0	0	1	0	0	0
GC_00007397	1	0	0	0	0	0	0
GC_00007398	0	0	0	1	0	0	0
GC_00007399	0	0	0	1	0	0	0
GC_00007400	1	0	0	0	0	0	0
GC_00007401	0	0	0	1	0	0	0
GC_00007402	0	1	0	0	0	0	0
GC_00007403	0	1	0	0	0	0	0
GC_00007404	0	0	0	1	0	0	0
GC_00007405	0	1	0	0	0	0	0
GC_00007406	1	0	0	0	0	0	0
GC_00007407	0	0	0	0	1	0	0
GC_00007408	0	0	0	0	0	0	1
GC_00007409	0	0	0	1	0	0	0
GC_00007410	0	0	1	0	0	0	0
GC_00007411	0	0	0	0	0	1	0
GC_00007412	0	0	0	0	0	0	1
GC_00007413	0	0	0	0	0	0	1
GC_00007414	0	1	0	0	0	0	0
GC_00007415	0	1	0	0	0	0	0
GC_00007416	0	0	0	0	0	0	1
GC_00007417	1	0	0	0	0	0	0
GC_00007418	0	1	0	0	0	0	0
GC_00007419	0	0	0	0	0	1	0
GC_00007420	0	0	0	0	1	0	0
GC_00007421	0	1	0	0	0	0	0
GC_00007422	0	0	0	0	0	0	1
GC_00007423	0	0	0	0	1	0	0
GC_00007424	0	0	0	1	0	0	0
GC_00007425	0	0	0	0	0	0	1
GC_00007426	1	0	0	0	0	0	0
GC_00007427	0	1	0	0	0	0	0
GC_00007428	0	0	0	0	0	0	1
GC_00007429	0	0	0	0	0	0	1
GC_00007430	1	0	0	0	0	0	0
GC_00007431	0	1	0	0	0	0	0
GC_00007432	0	0	0	1	0	0	0
GC_00007433	0	0	0	0	0	0	1
GC_00007434	0	0	0	0	0	0	1
GC_00007435	0	1	0	0	0	0	0
GC_00007436	0	1	0	0	0	0	0
GC_00007437	0	0	0	1	0	0	0
GC_00007438	0	1	0	0	0	0	0
GC_00007439	0	0	0	0	0	0	1
GC_00007440	0	1	0	0	0	0	0
GC_00007441	0	0	0	0	0	0	1
GC_00007442	0	0	0	0	1	0	0
GC_00007443	0	0	0	0	1	0	0
GC_00007444	0	0	0	0	0	0	1
GC_00007445	0	0	0	0	0	0	1
GC_00007446	0	0	0	1	0	0	0
GC_00007447	0	0	0	0	0	0	1
GC_00007448	0	1	0	0	0	0	0
GC_00007449	0	0	0	1	0	0	0
GC_00007450	0	1	0	0	0	0	0
GC_00007451	0	0	1	0	0	0	0
GC_00007452	0	1	0	0	0	0	0
GC_00007453	0	1	0	0	0	0	0
GC_00007454	0	0	1	0	0	0	0
GC_00007455	0	1	0	0	0	0	0
GC_00007456	0	0	0	0	0	0	1
GC_00007457	0	1	0	0	0	0	0
GC_00007458	0	0	0	0	0	0	1
GC_00007459	0	1	0	0	0	0	0
GC_00007460	0	1	0	0	0	0	0
GC_00007461	0	0	0	1	0	0	0
GC_00007462	0	1	0	0	0	0	0
GC_00007463	0	0	0	0	0	0	1
GC_00007464	0	1	0	0	0	0	0
GC_00007465	0	1	0	0	0	0	0
GC_00007466	0	0	1	0	0	0	0
GC_00007467	0	1	0	0	0	0	0
GC_00007468	0	0	0	1	0	0	0
GC_00007469	0	0	0	1	0	0	0
GC_00007470	0	0	0	0	0	0	1
GC_00007471	0	0	0	1	0	0	0
GC_00007472	0	0	0	1	0	0	0
GC_00007473	0	0	0	0	0	0	1
GC_00007474	0	1	0	0	0	0	0
GC_00007475	0	0	0	0	0	0	1
GC_00007476	0	1	0	0	0	0	0
GC_00007477	0	0	0	1	0	0	0
GC_00007478	0	0	0	1	0	0	0
GC_00007479	0	0	0	0	0	0	1
GC_00007480	0	0	0	0	0	0	1
GC_00007481	0	1	0	0	0	0	0
GC_00007482	0	0	0	1	0	0	0
GC_00007483	0	0	1	0	0	0	0
GC_00007484	0	1	0	0	0	0	0
GC_00007485	0	0	0	1	0	0	0
GC_00007486	0	1	0	0	0	0	0
GC_00007487	0	0	0	1	0	0	0
GC_00007488	0	1	0	0	0	0	0
GC_00007489	0	1	0	0	0	0	0
GC_00007490	0	0	0	0	0	0	1
GC_00007491	0	1	0	0	0	0	0
GC_00007492	0	0	0	1	0	0	0
GC_00007493	0	1	0	0	0	0	0
GC_00007494	0	0	1	0	0	0	0
GC_00007495	0	1	0	0	0	0	0
GC_00007496	0	1	0	0	0	0	0
GC_00007497	0	0	0	1	0	0	0
GC_00007498	0	0	1	0	0	0	0
GC_00007499	0	0	0	1	0	0	0
GC_00007500	0	0	0	1	0	0	0
GC_00007501	0	0	1	0	0	0	0
GC_00007502	0	1	0	0	0	0	0
GC_00007503	0	1	0	0	0	0	0
GC_00007504	0	0	0	1	0	0	0
GC_00007505	0	0	0	0	0	0	1
GC_00007506	0	0	0	0	0	1	0
GC_00007507	0	1	0	0	0	0	0
GC_00007508	0	0	0	0	0	0	1
GC_00007509	0	0	0	1	0	0	0
GC_00007510	0	0	1	0	0	0	0
GC_00007511	0	1	0	0	0	0	0
GC_00007512	0	1	0	0	0	0	0
GC_00007513	0	0	0	1	0	0	0
GC_00007514	0	0	0	0	0	0	1
GC_00007515	0	0	0	0	0	0	1
GC_00007516	0	0	1	0	0	0	0
GC_00007517	0	0	1	0	0	0	0
GC_00007518	0	0	0	0	0	0	1
GC_00007519	0	0	0	1	0	0	0
GC_00007520	0	1	0	0	0	0	0
GC_00007521	0	1	0	0	0	0	0
GC_00007522	0	0	0	0	0	0	1
GC_00007523	0	1	0	0	0	0	0
GC_00007524	0	0	1	0	0	0	0
GC_00007525	0	1	0	0	0	0	0
GC_00007526	1	0	0	0	0	0	0
GC_00007527	1	0	0	0	0	0	0
GC_00007528	0	0	0	1	0	0	0
GC_00007529	0	0	0	0	0	0	1
GC_00007530	1	0	0	0	0	0	0
GC_00007531	0	0	0	1	0	0	0
GC_00007532	0	1	0	0	0	0	0
GC_00007533	0	1	0	0	0	0	0
GC_00007534	0	1	0	0	0	0	0
GC_00007535	0	0	0	1	0	0	0
GC_00007536	0	1	0	0	0	0	0
GC_00007537	0	0	0	1	0	0	0
GC_00007538	0	0	0	1	0	0	0
GC_00007539	0	0	0	1	0	0	0
GC_00007540	0	0	1	0	0	0	0
GC_00007541	0	1	0	0	0	0	0
GC_00007542	0	0	0	1	0	0	0
GC_00007543	0	0	0	0	0	0	1
GC_00007544	0	0	0	0	0	0	1
GC_00007545	1	0	0	0	0	0	0
GC_00007546	0	0	0	0	0	0	1
GC_00007547	0	0	0	0	0	0	1
GC_00007548	0	0	0	0	0	1	0
GC_00007549	0	1	0	0	0	0	0
GC_00007550	0	0	0	0	0	0	1
GC_00007551	0	1	0	0	0	0	0
GC_00007552	1	0	0	0	0	0	0
GC_00007553	0	0	0	0	0	0	1
GC_00007554	0	0	0	1	0	0	0
GC_00007555	0	0	0	0	1	0	0
GC_00007556	0	0	0	0	1	0	0
GC_00007557	0	0	1	0	0	0	0
GC_00007558	0	1	0	0	0	0	0
GC_00007559	0	0	0	0	0	0	1
GC_00007560	0	0	0	1	0	0	0
GC_00007561	0	0	0	0	0	0	1
GC_00007562	0	0	0	1	0	0	0
GC_00007563	0	0	0	0	0	0	1
GC_00007564	0	0	0	1	0	0	0
GC_00007565	0	0	0	1	0	0	0
GC_00007566	0	0	0	1	0	0	0
GC_00007567	0	0	0	1	0	0	0
GC_00007568	0	0	0	1	0	0	0
GC_00007569	0	0	0	1	0	0	0
GC_00007570	0	0	0	1	0	0	0
GC_00007571	0	1	0	0	0	0	0
GC_00007572	0	0	0	0	1	0	0
GC_00007573	0	0	0	1	0	0	0
GC_00007574	0	0	0	1	0	0	0
GC_00007575	0	0	1	0	0	0	0
GC_00007576	0	0	0	0	0	0	1
GC_00007577	0	0	1	0	0	0	0
GC_00007578	0	0	0	0	0	0	1
GC_00007579	0	0	0	0	0	0	1
GC_00007580	1	0	0	0	0	0	0
GC_00007581	1	0	0	0	0	0	0
GC_00007582	0	0	0	1	0	0	0
GC_00007583	0	0	0	0	0	0	1
GC_00007584	0	0	1	0	0	0	0
GC_00007585	0	0	1	0	0	0	0
GC_00007586	0	0	0	1	0	0	0
GC_00007587	0	0	0	1	0	0	0
GC_00007588	0	0	0	1	0	0	0
GC_00007589	0	1	0	0	0	0	0
GC_00007590	0	1	0	0	0	0	0
GC_00007591	0	0	0	0	1	0	0
GC_00007592	1	0	0	0	0	0	0
GC_00007593	0	0	0	1	0	0	0
GC_00007594	0	0	0	0	1	0	0
GC_00007595	0	0	1	0	0	0	0
GC_00007596	0	0	1	0	0	0	0
GC_00007597	0	0	0	0	0	0	1
GC_00007598	1	0	0	0	0	0	0
GC_00007599	0	1	0	0	0	0	0
GC_00007600	0	0	0	1	0	0	0
GC_00007601	0	0	0	1	0	0	0
GC_00007602	0	0	0	1	0	0	0
GC_00007603	0	0	1	0	0	0	0
GC_00007604	0	0	0	0	0	0	1
GC_00007605	0	0	1	0	0	0	0
GC_00007606	0	0	0	0	0	0	1
GC_00007607	0	0	0	0	0	0	1
GC_00007608	0	0	0	0	0	0	1
GC_00007609	0	0	0	1	0	0	0
GC_00007610	0	0	0	0	0	0	1
GC_00007611	0	0	0	0	0	0	1
GC_00007612	0	0	0	1	0	0	0
GC_00007613	0	0	0	0	0	0	1
GC_00007614	0	1	0	0	0	0	0
GC_00007615	0	1	0	0	0	0	0
GC_00007616	0	0	0	1	0	0	0
GC_00007617	1	0	0	0	0	0	0
GC_00007618	0	0	0	0	0	0	1
GC_00007619	0	0	0	0	0	0	1
GC_00007620	0	0	0	0	0	0	1
GC_00007621	0	0	1	0	0	0	0
GC_00007622	0	1	0	0	0	0	0
GC_00007623	0	0	0	0	0	0	1
GC_00007624	0	0	0	0	1	0	0
GC_00007625	0	0	0	0	1	0	0
GC_00007626	0	1	0	0	0	0	0
GC_00007627	1	0	0	0	0	0	0
GC_00007628	0	1	0	0	0	0	0
GC_00007629	1	0	0	0	0	0	0
GC_00007630	0	0	0	1	0	0	0
GC_00007631	0	0	0	0	0	0	1
GC_00007632	0	0	0	0	0	1	0
GC_00007633	0	0	0	1	0	0	0
GC_00007634	0	0	1	0	0	0	0
GC_00007635	0	0	0	0	0	0	1
GC_00007636	0	0	0	0	0	0	1
GC_00007637	0	0	0	0	1	0	0
GC_00007638	0	0	0	0	1	0	0
GC_00007639	0	0	1	0	0	0	0
GC_00007640	0	0	0	0	0	0	1
GC_00007641	0	0	0	0	0	0	1
GC_00007642	0	1	0	0	0	0	0
GC_00007643	0	0	0	0	0	0	1
GC_00007644	0	1	0	0	0	0	0
GC_00007645	0	0	0	0	0	0	1
GC_00007646	0	0	0	0	0	0	1
GC_00007647	0	0	0	1	0	0	0
GC_00007648	0	1	0	0	0	0	0
GC_00007649	0	0	0	0	0	0	1
GC_00007650	0	0	0	0	0	0	1
GC_00007651	0	0	0	1	0	0	0
GC_00007652	0	0	1	0	0	0	0
GC_00007653	0	0	0	1	0	0	0
GC_00007654	0	0	0	0	0	0	1
GC_00007655	1	0	0	0	0	0	0
GC_00007656	0	0	1	0	0	0	0
GC_00007657	0	1	0	0	0	0	0
GC_00007658	0	0	0	0	1	0	0
GC_00007659	0	0	0	0	1	0	0
GC_00007660	0	0	0	1	0	0	0
GC_00007661	0	0	0	0	0	0	1
GC_00007662	0	0	0	1	0	0	0
GC_00007663	0	1	0	0	0	0	0
GC_00007664	0	0	1	0	0	0	0
GC_00007665	0	0	0	0	0	0	1
GC_00007666	0	0	0	1	0	0	0
GC_00007667	0	0	0	1	0	0	0
GC_00007668	0	1	0	0	0	0	0
GC_00007669	0	0	1	0	0	0	0
GC_00007670	0	1	0	0	0	0	0
GC_00007671	0	0	0	0	0	0	1
GC_00007672	0	0	0	0	1	0	0
GC_00007673	0	0	0	0	0	0	1
GC_00007674	1	0	0	0	0	0	0
GC_00007675	0	0	0	1	0	0	0
GC_00007676	0	0	0	0	1	0	0
GC_00007677	0	1	0	0	0	0	0
GC_00007678	0	0	0	0	0	0	1
GC_00007679	0	0	1	0	0	0	0
GC_00007680	0	0	0	0	0	0	1
GC_00007681	0	0	0	1	0	0	0
GC_00007682	1	0	0	0	0	0	0
GC_00007683	0	1	0	0	0	0	0
GC_00007684	0	1	0	0	0	0	0
GC_00007685	1	0	0	0	0	0	0
GC_00007686	0	0	0	0	1	0	0
GC_00007687	0	1	0	0	0	0	0
GC_00007688	0	0	0	0	0	0	1
GC_00007689	0	0	0	0	0	0	1
GC_00007690	0	0	0	1	0	0	0
GC_00007691	0	1	0	0	0	0	0
GC_00007692	0	0	0	1	0	0	0
GC_00007693	0	0	0	1	0	0	0
GC_00007694	0	0	0	1	0	0	0
GC_00007695	0	0	0	0	0	0	1
GC_00007696	0	0	0	0	0	0	1
GC_00007697	0	0	0	0	1	0	0
GC_00007698	0	0	0	0	1	0	0
GC_00007699	0	0	0	0	0	1	0
GC_00007700	0	0	0	0	0	0	1
GC_00007701	0	1	0	0	0	0	0
GC_00007702	0	0	0	0	0	0	1
GC_00007703	0	0	0	1	0	0	0
GC_00007704	0	0	0	1	0	0	0
GC_00007705	0	0	0	0	1	0	0
GC_00007706	0	0	0	1	0	0	0
GC_00007707	0	0	0	0	0	0	1
GC_00007708	0	1	0	0	0	0	0
GC_00007709	0	0	0	0	1	0	0
